task,dataset,K,seed,ratio,eta_sel,eta_path_trimmed,viol_sign_pct,LK_eta_sel,LK_eta_path,n_steps_nonpos,frac_steps_nonpos
E3,tech_coverage,7,27,0.707456,3.50381,39.8922,5.84,0.252772,0.024800,2,0.285714
E3,tech_diversity,3,27,0.613027,5.07471,28.1326,0.00,0.184395,0.035126,0,0.000000
E3,tech_diversity,4,27,0.593252,5.07471,28.1326,0.00,0.182966,0.035075,0,0.000000
E3,tech_diversity,5,27,0.521137,718.714,28.1326,0.00,0.001391,0.035044,0,0.000000
E3,tech_diversity,6,27,0.609092,718.714,28.1326,0.00,0.001391,0.035024,0,0.000000
E3,tech_diversity,7,27,0.646852,718.714,29.7421,2.60,0.001391,0.033142,0,0.000000
E3,tech_facility,3,27,0.633737,5.16632,25.6002,0.00,0.181341,0.038556,0,0.000000
E3,tech_facility,4,27,0.528974,170.515,25.6002,0.00,0.005852,0.038494,0,0.000000
E3,tech_facility,5,27,0.672101,170.515,25.6002,0.00,0.005851,0.038457,0,0.000000
E3,tech_facility,6,27,0.644686,170.515,25.6002,0.00,0.005850,0.038432,0,0.000000
E3,tech_facility,7,27,0.732353,170.515,25.6002,2.60,0.005850,0.038414,0,0.000000
E3,tech_coverage,3,28,0.686321,2.06088,10.5484,0.00,0.410979,0.091837,0,0.000000
E3,tech_coverage,4,28,0.719276,2.06088,11.7752,0.00,0.403861,0.082258,0,0.000000
E3,tech_coverage,5,28,0.671294,4.22933,17.2263,2.00,0.215114,0.056718,0,0.000000
E3,tech_coverage,6,28,0.719216,4.22933,21.9515,4.27,0.214338,0.044699,0,0.000000
E3,tech_coverage,7,28,0.659739,4.22933,27.811,9.02,0.213788,0.035408,1,0.142857
E3,tech_diversity,3,28,0.479427,3.00277,22.1194,0.00,0.297425,0.044531,0,0.000000
E3,tech_diversity,4,28,0.446003,5.4174,22.1194,1.22,0.172201,0.044448,0,0.000000
E3,tech_diversity,5,28,0.544171,5.4174,22.1194,2.00,0.171455,0.044399,0,0.000000
E3,tech_diversity,6,28,0.518058,13.8942,28.4806,2.56,0.069848,0.034602,0,0.000000
E3,tech_diversity,7,28,0.512633,13.8942,28.4806,4.51,0.069790,0.034588,0,0.000000
E3,tech_facility,3,28,0.688408,2.95427,26.437,0.00,0.301737,0.037351,0,0.000000
E3,tech_facility,4,28,0.741192,2.95427,26.437,0.00,0.297899,0.037293,0,0.000000
E3,tech_facility,5,28,0.714560,3.54388,29.5266,1.00,0.252075,0.033412,0,0.000000
E3,tech_facility,6,28,0.679725,9.34773,29.5266,5.98,0.102321,0.033393,0,0.000000
E3,tech_facility,7,28,0.677726,9.34773,29.5266,10.53,0.102196,0.033380,0,0.000000
E3,tech_coverage,3,29,0.693440,8.92854,43.9854,6.67,0.107871,0.022563,1,0.333333
E3,tech_coverage,4,29,0.621429,8.92854,44.9795,12.07,0.107384,0.022048,2,0.500000
E3,tech_coverage,5,29,0.643927,8.92854,44.9795,14.29,0.107094,0.022036,2,0.400000
E3,tech_coverage,6,29,0.600000,8.92854,44.9795,19.75,0.106902,0.022027,3,0.500000
E3,tech_coverage,7,29,0.605071,8.92854,44.9795,23.08,0.106765,0.022022,4,0.571429
E3,tech_diversity,3,29,0.678521,13.4301,38.2111,4.44,0.072627,0.025943,1,0.333333
E3,tech_diversity,4,29,0.627541,13.4301,38.2111,3.45,0.072406,0.025915,1,0.250000
E3,tech_diversity,5,29,0.693167,13.4301,38.2111,7.14,0.072275,0.025898,1,0.200000
E3,tech_diversity,6,29,0.618667,13.4301,38.2111,13.58,0.072187,0.025887,2,0.333333
E3,tech_diversity,7,29,0.687867,13.4301,38.2111,17.58,0.072125,0.025879,2,0.285714
E3,tech_facility,3,29,0.935356,1.48243,34.3671,11.11,0.534255,0.028816,0,0.000000
E3,tech_facility,4,29,0.829995,1.48243,34.3671,24.14,0.522302,0.028782,1,0.250000
E3,tech_facility,5,29,0.748872,1.48243,34.3671,30.00,0.515495,0.028761,2,0.400000
E3,tech_facility,6,29,0.719243,12.0963,34.3671,34.57,0.079874,0.028747,2,0.333333
E3,tech_facility,7,29,0.719389,12.0963,34.3671,38.46,0.079798,0.028737,3,0.428571
E3,tech_coverage,3,30,0.595898,17.2646,20.4334,11.90,0.056811,0.048145,0,0.000000
E3,tech_coverage,4,30,0.688305,17.2646,20.5,16.67,0.056676,0.047895,0,0.000000
E3,tech_coverage,5,30,0.734683,17.2646,20.9859,21.54,0.056596,0.046751,0,0.000000
E3,tech_coverage,6,30,0.690141,17.2646,24.9167,28.00,0.056542,0.039469,1,0.166667
E3,tech_coverage,7,30,0.661456,17.2646,24.9167,32.14,0.056504,0.039450,2,0.285714
E3,tech_diversity,3,30,0.750947,17.0428,46.3116,7.14,0.057536,0.021438,0,0.000000
E3,tech_diversity,4,30,0.809590,17.0428,46.3116,14.81,0.057397,0.021419,0,0.000000
E3,tech_diversity,5,30,0.736537,513.174,46.3116,23.08,0.001947,0.021407,0,0.000000
E3,tech_diversity,6,30,0.756972,513.174,46.3116,29.33,0.001947,0.021400,0,0.000000
E3,tech_diversity,7,30,0.763933,513.174,46.3116,34.52,0.001947,0.021394,1,0.142857
E3,tech_facility,3,30,0.760773,60.5401,25.6682,14.29,0.016427,0.038455,0,0.000000
E3,tech_facility,4,30,0.634207,60.5401,25.6682,20.37,0.016416,0.038393,1,0.250000
E3,tech_facility,5,30,0.717432,60.5401,25.6682,23.08,0.016409,0.038356,1,0.200000
E3,tech_facility,6,30,0.649057,60.5401,25.6682,26.67,0.016405,0.038332,2,0.333333
E3,tech_facility,7,30,0.640898,60.5401,25.6682,29.76,0.016402,0.038314,3,0.428571
E3,tech_coverage,3,31,1.000000,1.16667,8.53015,0.00,0.635569,0.112710,0,0.000000
E3,tech_coverage,4,31,1.000000,1.16667,12.1081,0.00,0.618883,0.080066,0,0.000000
E3,tech_coverage,5,31,1.000000,1.16667,21.4914,0.49,0.609474,0.045672,0,0.000000
E3,tech_coverage,6,31,0.923994,33.0616,37.7707,1.65,0.029868,0.026185,0,0.000000
E3,tech_coverage,7,31,0.874027,33.0616,37.7707,2.87,0.029857,0.026177,0,0.000000
E3,tech_diversity,3,31,0.760385,2.87672,28.0294,0.00,0.308895,0.035254,0,0.000000
E3,tech_diversity,4,31,0.692579,6.30322,30.1403,0.00,0.149458,0.032768,0,0.000000
E3,tech_diversity,5,31,0.698354,6.30322,32.6591,0.00,0.148896,0.030247,0,0.000000
E3,tech_diversity,6,31,0.698192,6.30322,32.6591,0.00,0.148524,0.030231,0,0.000000
E3,tech_diversity,7,31,0.662842,14.218,32.6591,0.00,0.068248,0.030220,0,0.000000
E3,tech_facility,3,31,1.000000,1.16667,45.7483,0.00,0.635569,0.021700,0,0.000000
E3,tech_facility,4,31,1.000000,1.16667,45.7483,0.00,0.618883,0.021680,0,0.000000
E3,tech_facility,5,31,0.979394,1.21934,45.7483,0.49,0.591708,0.021668,0,0.000000
E3,tech_facility,6,31,0.911648,10.7984,45.7483,2.06,0.089106,0.021661,0,0.000000
E3,tech_facility,7,31,0.858760,10.7984,45.7483,3.21,0.089011,0.021655,0,0.000000
E3,tech_coverage,3,32,0.917461,1.88346,17.9528,0.00,0.442516,0.054674,0,0.000000
E3,tech_coverage,4,32,0.849837,4.07678,17.9528,0.82,0.223637,0.054549,0,0.000000
E3,tech_coverage,5,32,0.790801,9.3577,24.3929,4.03,0.102392,0.040329,0,0.000000
E3,tech_coverage,6,32,0.735540,9.3577,24.3929,6.86,0.102217,0.040302,1,0.166667
E3,tech_coverage,7,32,0.695803,9.3577,24.3929,9.00,0.102092,0.040282,2,0.285714
E3,tech_diversity,3,32,0.979954,1.14487,38.0835,1.08,0.643831,0.026029,0,0.000000
E3,tech_diversity,4,32,0.898470,5.31265,38.0835,2.46,0.175356,0.026001,0,0.000000
E3,tech_diversity,5,32,0.821214,5.31265,38.0835,6.00,0.174581,0.025984,1,0.200000
E3,tech_diversity,6,32,0.766864,5.31265,38.0835,7.91,0.174071,0.025972,2,0.333333
E3,tech_diversity,7,32,0.737742,9.86874,38.0835,8.87,0.097034,0.025964,2,0.285714
E3,tech_facility,3,32,0.914475,2.26677,32.0776,0.00,0.379464,0.030852,0,0.000000
E3,tech_facility,4,32,0.923174,2.26677,39.0378,2.46,0.373393,0.025371,0,0.000000
E3,tech_facility,5,32,0.845837,2.26677,39.0378,4.67,0.369880,0.025355,1,0.200000
E3,tech_facility,6,32,0.793654,56.3358,39.0378,6.21,0.017620,0.025344,1,0.166667
E3,tech_facility,7,32,0.752058,56.3358,39.0378,7.88,0.017616,0.025337,2,0.285714
E3,tech_coverage,3,33,0.864891,2.10637,18.9777,5.88,0.403584,0.051773,0,0.000000
E3,tech_coverage,4,33,0.738480,2.10637,24.278,12.12,0.396719,0.040558,1,0.250000
E3,tech_coverage,5,33,0.684052,19.3598,24.278,15.00,0.050597,0.040517,1,0.200000
E3,tech_coverage,6,33,0.638410,19.3598,27.1978,18.28,0.050555,0.036209,2,0.333333
E3,tech_coverage,7,33,0.594342,19.3598,70.2523,20.00,0.050524,0.014148,3,0.428571
E3,tech_diversity,3,33,0.682358,2.84424,34.5192,0.00,0.311993,0.028691,0,0.000000
E3,tech_diversity,4,33,0.602501,2.84424,34.5192,1.52,0.307889,0.028656,1,0.250000
E3,tech_diversity,5,33,0.618654,3.67025,34.5192,1.25,0.244342,0.028636,1,0.200000
E3,tech_diversity,6,33,0.736065,3.67025,34.5192,2.15,0.243340,0.028622,1,0.166667
E3,tech_diversity,7,33,0.753400,3.67025,39.606,6.67,0.242632,0.024977,1,0.142857
E3,tech_facility,3,33,0.485232,66.5154,29.5761,0.00,0.014959,0.033431,0,0.000000
E3,tech_facility,4,33,0.522874,66.5154,29.5761,0.00,0.014950,0.033385,0,0.000000
E3,tech_facility,5,33,0.616721,66.5154,29.5761,0.00,0.014944,0.033357,0,0.000000
E3,tech_facility,6,33,0.610501,66.5154,29.5761,2.15,0.014940,0.033338,0,0.000000
E3,tech_facility,7,33,0.593269,66.5154,32.9591,5.71,0.014938,0.029949,0,0.000000
E3,tech_coverage,3,34,0.914751,1.55073,19.2485,1.39,0.516176,0.051058,0,0.000000
E3,tech_coverage,4,34,0.996132,1.55073,23.5432,4.26,0.505002,0.041803,0,0.000000
E3,tech_coverage,5,34,0.984156,1.55073,23.5432,11.30,0.498626,0.041760,0,0.000000
E3,tech_coverage,6,34,0.912404,1.55073,61.0409,17.78,0.494503,0.016271,1,0.166667
E3,tech_coverage,7,34,0.847791,1.55073,61.0409,22.08,0.491618,0.016268,2,0.285714
E3,tech_diversity,3,34,0.433186,12.6666,24.4489,0.00,0.076889,0.040347,0,0.000000
E3,tech_diversity,4,34,0.392203,35.4851,49.1275,0.00,0.027884,0.020200,0,0.000000
E3,tech_diversity,5,34,0.359104,136.696,49.1275,0.00,0.007294,0.020190,0,0.000000
E3,tech_diversity,6,34,0.591237,136.696,49.1275,0.00,0.007293,0.020183,0,0.000000
E3,tech_diversity,7,34,0.590440,136.696,49.1275,0.00,0.007293,0.020178,0,0.000000
E3,tech_facility,3,34,0.582711,5.25713,59.0772,0.00,0.178412,0.016832,0,0.000000
E3,tech_facility,4,34,0.514035,5.25713,59.0772,1.06,0.177074,0.016820,1,0.250000
E3,tech_facility,5,34,0.480412,20.892,59.0772,0.87,0.046957,0.016813,1,0.200000
E3,tech_facility,6,34,0.504696,20.892,59.0772,0.74,0.046921,0.016808,1,0.166667
E3,tech_facility,7,34,0.481305,52.4265,59.0772,0.65,0.018919,0.016805,1,0.142857
E3,tech_coverage,3,35,0.957251,1.24749,17.3138,3.51,0.606493,0.056652,0,0.000000
E3,tech_coverage,4,35,0.820847,1.24749,46.1753,9.46,0.591222,0.021481,1,0.250000
E3,tech_coverage,5,35,0.744278,19.6711,70.3103,13.33,0.049813,0.014142,1,0.200000
E3,tech_coverage,6,35,0.683105,19.6711,70.3103,17.14,0.049771,0.014139,2,0.333333
E3,tech_coverage,7,35,0.646060,19.6711,70.3103,19.33,0.049742,0.014136,3,0.428571
E3,tech_diversity,3,35,0.738856,3.13044,43.8939,0.00,0.286637,0.022610,0,0.000000
E3,tech_diversity,4,35,0.651000,14.646,43.8939,0.00,0.066550,0.022588,0,0.000000
E3,tech_diversity,5,35,0.604050,14.646,43.8939,1.11,0.066439,0.022576,0,0.000000
E3,tech_diversity,6,35,0.570429,14.646,43.8939,2.86,0.066365,0.022567,1,0.166667
E3,tech_diversity,7,35,0.622046,14.646,43.8939,5.04,0.066312,0.022561,1,0.142857
E3,tech_facility,3,35,0.675621,34.0163,41.6309,0.00,0.029111,0.023829,0,0.000000
E3,tech_facility,4,35,0.604938,34.0163,41.6309,0.00,0.029075,0.023805,0,0.000000
E3,tech_facility,5,35,0.750670,34.0163,41.6309,1.11,0.029054,0.023791,0,0.000000
E3,tech_facility,6,35,0.709794,34.0163,41.6309,6.67,0.029040,0.023781,1,0.166667
E3,tech_facility,7,35,0.665909,34.0163,41.6309,10.92,0.029030,0.023775,2,0.285714
E3,tech_coverage,3,36,0.666933,2.51327,25.1273,6.67,0.347449,0.039272,0,0.000000
E3,tech_coverage,4,36,0.541436,2.51327,40.0687,15.79,0.342359,0.024725,1,0.250000
E3,tech_coverage,5,36,0.528053,2.51327,40.0687,20.00,0.339404,0.024709,2,0.400000
E3,tech_coverage,6,36,0.549814,2.51327,40.0687,21.57,0.337473,0.024699,3,0.500000
E3,tech_coverage,7,36,0.669399,2.51327,40.0687,21.43,0.336113,0.024692,3,0.428571
E3,tech_diversity,3,36,0.643599,1.44309,15.9364,3.33,0.545218,0.061446,1,0.333333
E3,tech_diversity,4,36,0.546667,1.44309,16.974,13.16,0.532782,0.057625,2,0.500000
E3,tech_diversity,5,36,0.586081,7,16.974,17.78,0.134924,0.057542,2,0.400000
E3,tech_diversity,6,36,0.569996,7,16.974,23.53,0.134619,0.057486,3,0.500000
E3,tech_diversity,7,36,0.694332,7,16.974,26.79,0.134402,0.057447,3,0.428571
E3,tech_facility,3,36,0.498983,3.14516,44.4337,6.67,0.285442,0.022337,1,0.333333
E3,tech_facility,4,36,0.455696,13.5883,44.4337,7.89,0.071587,0.022316,1,0.250000
E3,tech_facility,5,36,0.672551,13.5883,44.4337,11.11,0.071458,0.022304,1,0.200000
E3,tech_facility,6,36,0.663154,13.5883,44.4337,17.65,0.071373,0.022295,2,0.333333
E3,tech_facility,7,36,0.721168,13.5883,44.4337,21.43,0.071312,0.022290,3,0.428571
E3,tech_coverage,3,37,0.701277,2882.24,6.70068,6.06,0.000347,0.141938,0,0.000000
E3,tech_coverage,4,37,0.732378,2882.24,6.70068,11.90,0.000347,0.141092,0,0.000000
E3,tech_coverage,5,37,0.631206,2882.24,6.70068,18.00,0.000347,0.140592,1,0.200000
E3,tech_coverage,6,37,0.619807,2882.24,6.70068,21.05,0.000347,0.140261,2,0.333333
E3,tech_coverage,7,37,0.686002,2882.24,6.70068,22.22,0.000347,0.140025,2,0.285714
E3,tech_diversity,3,37,0.541571,8.03204,16.3693,0.00,0.119406,0.059854,0,0.000000
E3,tech_diversity,4,37,0.488524,50.7956,23.7652,4.76,0.019542,0.041419,0,0.000000
E3,tech_diversity,5,37,0.550847,50.7956,24.946,8.00,0.019532,0.039449,0,0.000000
E3,tech_diversity,6,37,0.557470,50.7956,24.946,12.28,0.019526,0.039423,1,0.166667
E3,tech_diversity,7,37,0.582124,60.1887,24.946,14.29,0.016497,0.039404,1,0.142857
E3,tech_facility,3,37,0.562366,8.03204,18.708,0.00,0.119406,0.052506,0,0.000000
E3,tech_facility,4,37,0.487062,8.03204,26.2543,4.76,0.118808,0.037548,1,0.250000
E3,tech_facility,5,37,0.572770,8.03204,26.2543,6.00,0.118454,0.037513,1,0.200000
E3,tech_facility,6,37,0.665649,8.03204,34.8677,7.02,0.118219,0.028339,1,0.166667
E3,tech_facility,7,37,0.849587,8.03204,34.8677,12.70,0.118052,0.028330,1,0.142857
E3,tech_coverage,3,38,0.545219,3.8867,48.6885,5.56,0.235853,0.020398,1,0.333333
E3,tech_coverage,4,38,0.484659,19.0713,61.1475,5.71,0.051413,0.016254,1,0.250000
E3,tech_coverage,5,38,0.558975,19.0713,63.7101,7.06,0.051347,0.015598,1,0.200000
E3,tech_coverage,6,38,0.530806,19.0713,79.2947,10.10,0.051302,0.012545,1,0.166667
E3,tech_coverage,7,38,0.572553,19.0713,95.1371,12.50,0.051271,0.010464,1,0.142857
E3,tech_diversity,3,38,0.779436,2.23636,69.868,9.26,0.383817,0.014245,0,0.000000
E3,tech_diversity,4,38,0.663114,2.23636,69.868,17.14,0.377606,0.014236,1,0.250000
E3,tech_diversity,5,38,0.704932,2.23636,69.868,22.35,0.374014,0.014231,1,0.200000
E3,tech_diversity,6,38,0.726923,2.27251,69.868,28.28,0.366828,0.014228,1,0.166667
E3,tech_diversity,7,38,0.682503,2.27251,69.868,33.04,0.365223,0.014225,2,0.285714
E3,tech_facility,3,38,0.815594,1.78929,24.495,12.96,0.461231,0.040272,0,0.000000
E3,tech_facility,4,38,0.678353,1.78929,41.081,18.57,0.452281,0.024121,1,0.250000
E3,tech_facility,5,38,0.590282,1.78929,41.081,23.53,0.447145,0.024106,2,0.400000
E3,tech_facility,6,38,0.545672,1.78929,41.081,25.25,0.443812,0.024097,3,0.500000
E3,tech_facility,7,38,0.580160,2.15803,41.081,25.89,0.380867,0.024090,3,0.428571
E3,tech_coverage,3,39,0.804435,1,28.0324,11.11,0.703704,0.035250,1,0.333333
E3,tech_coverage,4,39,0.724490,25.4459,41.8416,13.04,0.038724,0.023686,1,0.250000
E3,tech_coverage,5,39,0.794760,25.4459,42.0247,16.36,0.038686,0.023570,1,0.200000
E3,tech_coverage,6,39,0.744545,25.4459,57.9989,23.81,0.038661,0.017118,2,0.333333
E3,tech_coverage,7,39,0.719233,25.4459,62.9269,28.57,0.038643,0.015784,3,0.428571
E3,tech_diversity,3,39,0.540517,11.5432,23.5865,0.00,0.084153,0.041801,0,0.000000
E3,tech_diversity,4,39,0.794436,11.5432,27.3679,0.00,0.083857,0.036042,0,0.000000
E3,tech_diversity,5,39,0.882353,11.5432,27.3679,9.09,0.083681,0.036009,0,0.000000
E3,tech_diversity,6,39,1.000000,11.5432,27.3679,19.05,0.083564,0.035987,0,0.000000
E3,tech_diversity,7,39,1.000000,11.5432,27.3679,27.14,0.083480,0.035972,1,0.142857
E3,tech_facility,3,39,0.791667,2.40046,66.8838,0.00,0.361416,0.014877,0,0.000000
E3,tech_facility,4,39,0.711645,58.0905,66.8838,6.52,0.017104,0.014868,0,0.000000
E3,tech_facility,5,39,0.677778,58.0905,66.8838,10.91,0.017096,0.014862,0,0.000000
E3,tech_facility,6,39,0.695876,72.6416,66.8838,14.29,0.013687,0.014858,0,0.000000
E3,tech_facility,7,39,0.709391,72.6416,66.8838,17.14,0.013685,0.014856,1,0.142857
E3,tech_coverage,3,40,0.849736,1.77141,7.88979,0.00,0.464958,0.121467,0,0.000000
E3,tech_coverage,4,40,0.899818,1.77141,10.4092,0.98,0.455863,0.092663,0,0.000000
E3,tech_coverage,5,40,0.822199,4.25568,19.0109,5.60,0.213907,0.051506,0,0.000000
E3,tech_coverage,6,40,0.751396,13.8228,29.9492,8.84,0.070198,0.032929,0,0.000000
E3,tech_coverage,7,40,0.786073,13.8228,50.3431,11.31,0.070140,0.019695,0,0.000000
E3,tech_diversity,3,40,0.640630,3.85487,16.4209,0.00,0.237627,0.059670,0,0.000000
E3,tech_diversity,4,40,0.575758,5.76718,17.3479,0.00,0.162443,0.056410,0,0.000000
E3,tech_diversity,5,40,0.533861,7.52036,17.3479,0.80,0.126085,0.056330,0,0.000000
E3,tech_diversity,6,40,0.554721,7.52036,20.4493,1.36,0.125819,0.047916,0,0.000000
E3,tech_diversity,7,40,0.627097,7.52036,20.4493,1.79,0.125630,0.047889,0,0.000000
E3,tech_facility,3,40,0.840622,1.70258,30.3002,0.00,0.479856,0.032641,0,0.000000
E3,tech_facility,4,40,0.726300,8.36808,30.3002,0.98,0.114252,0.032597,0,0.000000
E3,tech_facility,5,40,0.746124,8.36808,30.3002,2.40,0.113924,0.032570,0,0.000000
E3,tech_facility,6,40,0.649988,8.36808,32.112,4.08,0.113707,0.030740,1,0.166667
E3,tech_facility,7,40,0.587096,8.36808,32.112,4.76,0.113553,0.030728,2,0.285714
E3,tech_coverage,3,41,0.819699,1.62653,7.91514,0.00,0.497418,0.121094,0,0.000000
E3,tech_coverage,4,41,0.706843,17.9889,27.3015,0.00,0.054442,0.036128,0,0.000000
E3,tech_coverage,5,41,0.643579,17.9889,27.3015,1.11,0.054368,0.036095,0,0.000000
E3,tech_coverage,6,41,0.662730,17.9889,31.7346,7.62,0.054318,0.031101,0,0.000000
E3,tech_coverage,7,41,0.608511,17.9889,51.0012,12.71,0.054283,0.019443,1,0.142857
E3,tech_diversity,3,41,0.663572,3.36589,18.8545,0.00,0.268647,0.052106,0,0.000000
E3,tech_diversity,4,41,0.598062,5.35561,33.7264,0.00,0.174048,0.029322,0,0.000000
E3,tech_diversity,5,41,0.551519,6.75706,33.7264,0.00,0.139488,0.029301,0,0.000000
E3,tech_diversity,6,41,0.513073,11.7662,36.7607,0.95,0.082036,0.026897,0,0.000000
E3,tech_diversity,7,41,0.528822,11.7662,36.7607,5.04,0.081956,0.026888,0,0.000000
E3,tech_facility,3,41,0.604534,4.55794,28.9216,0.00,0.203744,0.034179,0,0.000000
E3,tech_facility,4,41,0.540230,7.74311,28.9216,0.00,0.123026,0.034130,0,0.000000
E3,tech_facility,5,41,0.504051,7.74311,28.9216,0.00,0.122646,0.034101,0,0.000000
E3,tech_facility,6,41,0.585933,7.74311,28.9216,0.00,0.122394,0.034082,0,0.000000
E3,tech_facility,7,41,0.624109,7.74311,36.9505,2.52,0.122215,0.026751,0,0.000000
E3,tech_coverage,3,42,0.837000,2.04348,12.1581,11.11,0.413877,0.080015,0,0.000000
E3,tech_coverage,4,42,0.706977,2.04348,12.1581,21.74,0.406659,0.079747,1,0.250000
E3,tech_coverage,5,42,0.611765,2.04348,12.1581,27.27,0.402497,0.079588,2,0.400000
E3,tech_coverage,6,42,0.678083,2.04348,12.1581,30.16,0.399789,0.079482,2,0.333333
E3,tech_coverage,7,42,0.760593,2.04348,12.1581,34.29,0.397886,0.079407,2,0.285714
E3,tech_diversity,3,42,0.536538,2.55072,55.8597,0.00,0.343044,0.017795,0,0.000000
E3,tech_diversity,4,42,0.611367,2.55072,55.8597,6.52,0.338082,0.017782,0,0.000000
E3,tech_diversity,5,42,0.584158,11.6417,55.8597,12.73,0.082997,0.017774,0,0.000000
E3,tech_diversity,6,42,0.673560,11.6417,55.8597,19.05,0.082881,0.017769,0,0.000000
E3,tech_diversity,7,42,0.661151,11.6417,55.8597,24.29,0.082799,0.017765,1,0.142857
E3,tech_facility,3,42,0.452517,9.02802,23.2582,0.00,0.106727,0.042382,0,0.000000
E3,tech_facility,4,42,0.656525,9.02802,23.2582,2.17,0.106250,0.042307,0,0.000000
E3,tech_facility,5,42,0.687831,9.02802,23.2582,12.73,0.105966,0.042262,0,0.000000
E3,tech_facility,6,42,0.822642,9.02802,23.2582,20.63,0.105778,0.042233,0,0.000000
E3,tech_facility,7,42,0.812748,9.02802,23.2582,27.14,0.105645,0.042211,1,0.142857
E3,tech_coverage,3,43,0.564351,23.7124,36.8899,0.00,0.041582,0.026863,0,0.000000
E3,tech_coverage,4,43,0.614039,23.7124,36.8899,0.00,0.041510,0.026833,0,0.000000
E3,tech_coverage,5,43,0.603175,23.7124,51.0958,1.25,0.041467,0.019418,0,0.000000
E3,tech_coverage,6,43,0.663326,23.7124,51.0958,2.15,0.041438,0.019412,0,0.000000
E3,tech_coverage,7,43,0.630573,23.7124,51.0958,9.52,0.041417,0.019408,1,0.142857
E3,tech_diversity,3,43,0.795124,1.94043,103.138,0.00,0.431891,0.009664,0,0.000000
E3,tech_diversity,4,43,0.890567,1.94043,103.138,4.55,0.424035,0.009661,0,0.000000
E3,tech_diversity,5,43,0.913768,1.94043,103.138,15.00,0.419513,0.009658,0,0.000000
E3,tech_diversity,6,43,0.830493,1.94043,103.138,24.73,0.416574,0.009657,1,0.166667
E3,tech_diversity,7,43,0.931900,1.94043,103.138,31.43,0.414511,0.009656,1,0.142857
E3,tech_facility,3,43,0.628716,10.1633,62.3655,0.00,0.095201,0.015949,0,0.000000
E3,tech_facility,4,43,0.586672,10.1633,62.3655,0.00,0.094822,0.015938,0,0.000000
E3,tech_facility,5,43,0.574419,10.1633,62.3655,1.25,0.094596,0.015932,0,0.000000
E3,tech_facility,6,43,0.561768,10.1633,62.3655,3.23,0.094446,0.015928,0,0.000000
E3,tech_facility,7,43,0.558333,32.2666,62.3655,4.76,0.030583,0.015925,0,0.000000
E3,tech_coverage,3,44,0.797849,2.02449,6.58137,4.76,0.417085,0.144378,0,0.000000
E3,tech_coverage,4,44,0.666436,2.02449,22.4672,11.11,0.409756,0.043772,1,0.250000
E3,tech_coverage,5,44,0.725448,2.02449,22.4672,15.38,0.405531,0.043724,1,0.200000
E3,tech_coverage,6,44,0.752000,2.02449,24.2717,21.33,0.402782,0.040499,1,0.166667
E3,tech_coverage,7,44,0.801841,2.02449,24.2717,27.38,0.400851,0.040480,1,0.142857
E3,tech_diversity,3,44,0.278250,32.9371,52.5287,0.00,0.030055,0.018917,0,0.000000
E3,tech_diversity,4,44,0.364381,32.9371,52.5287,0.00,0.030017,0.018902,0,0.000000
E3,tech_diversity,5,44,0.378536,32.9371,52.5287,0.00,0.029994,0.018893,0,0.000000
E3,tech_diversity,6,44,0.506944,32.9371,52.5287,0.00,0.029979,0.018887,0,0.000000
E3,tech_diversity,7,44,0.505933,32.9371,52.5287,4.76,0.029969,0.018883,1,0.142857
E3,tech_facility,3,44,0.278250,30.3966,42.3351,0.00,0.032539,0.023436,0,0.000000
E3,tech_facility,4,44,0.328389,30.3966,42.3351,0.00,0.032495,0.023413,0,0.000000
E3,tech_facility,5,44,0.323347,30.3966,42.3351,0.00,0.032468,0.023399,0,0.000000
E3,tech_facility,6,44,0.427481,30.3966,42.3351,0.00,0.032451,0.023390,0,0.000000
E3,tech_facility,7,44,0.438783,38.1223,42.3351,0.00,0.025938,0.023383,0,0.000000
E3,tech_coverage,3,45,0.593735,4.66284,12.4091,0.00,0.199496,0.078441,0,0.000000
E3,tech_coverage,4,45,0.720362,4.66284,21.894,10.00,0.197822,0.044898,0,0.000000
E3,tech_coverage,5,45,0.595875,4.66284,21.894,18.33,0.196836,0.044848,1,0.200000
E3,tech_coverage,6,45,0.543307,4.66284,21.894,23.19,0.196187,0.044814,2,0.333333
E3,tech_coverage,7,45,0.649380,4.66284,21.894,25.97,0.195726,0.044790,2,0.285714
E3,tech_diversity,3,45,0.453045,22.5561,54.4416,0.00,0.043682,0.018256,0,0.000000
E3,tech_diversity,4,45,0.425668,22.5561,54.4416,0.00,0.043602,0.018242,0,0.000000
E3,tech_diversity,5,45,0.542986,22.5561,54.4416,5.00,0.043555,0.018234,0,0.000000
E3,tech_diversity,6,45,0.520548,22.5561,54.4416,10.14,0.043523,0.018228,0,0.000000
E3,tech_diversity,7,45,0.615855,22.5561,54.4416,14.29,0.043500,0.018224,0,0.000000
E3,tech_facility,3,45,0.453045,22.5561,34.0201,0.00,0.043682,0.029107,0,0.000000
E3,tech_facility,4,45,0.401345,31.0517,39.5183,0.00,0.031818,0.025066,0,0.000000
E3,tech_facility,5,45,0.496324,31.0517,39.5183,1.67,0.031792,0.025050,0,0.000000
E3,tech_facility,6,45,0.446512,31.0517,41.7443,5.80,0.031775,0.023718,1,0.166667
E3,tech_facility,7,45,0.607301,31.0517,41.7443,10.39,0.031763,0.023711,1,0.142857
